Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms upload name,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Crystalforms alias,Pose,[Other] New
fa1779a,FATAATA-x1779_A_360_v1,FATAATA-x1779,Z26823525,CCc1nnc(NC(=O)[C@H]2CCCO2)s1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1779a,True
fa1779b,FATAATA-x1779_B_401_v1,FATAATA-x1779,Z26823525,CCc1nnc(NC(=O)[C@H]2CCCO2)s1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1779a,True
fa1791a,FATAATA-x1791_A_401_v1,FATAATA-x1791,Z274575916,Cc1cc(N2CCNCC2)nc(C)n1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1791a,True
fa1791b,FATAATA-x1791_B_360_v1,FATAATA-x1791,Z274575916,Cc1cc(N2CCNCC2)nc(C)n1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1791a,True
fa1794a,FATAATA-x1794_A_401_v1,FATAATA-x1794,Z275165822,CC(=O)N1CCN(c2ccc(Cl)cc2)CC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1794a,True
fa1794b,FATAATA-x1794_B_360_v1,FATAATA-x1794,Z275165822,CC(=O)N1CCN(c2ccc(Cl)cc2)CC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1794a,True
fa1809a,FATAATA-x1809_A_361_v1,FATAATA-x1809,Z285233820,COc1ccccc1-c1nnc(N)o1,FATAATA-x1168/A/142/A_v1,False,4a - FATAATA-x1168/A/400,4 - FATAATA-x1168/A/400/1,F1d - FATAATA-x1168/A/400/1,A1 - dimer,F1 - original-I222,4a - fa1168/A/400,4 - fa1168/A/400/1,F1d - fa1168/A/400,A1 - dimer,F1 - original-I222,fa1809a,True
fa1809b,FATAATA-x1809_B_401_v1,FATAATA-x1809,Z285233820,COc1ccccc1-c1nnc(N)o1,FATAATA-x1168/A/142/A_v1,False,4a - FATAATA-x1168/A/400,4 - FATAATA-x1168/A/400/1,F1d - FATAATA-x1168/A/400/1,A1 - dimer,F1 - original-I222,4a - fa1168/A/400,4 - fa1168/A/400/1,F1d - fa1168/A/400,A1 - dimer,F1 - original-I222,fa1809a,True
fa1816a,FATAATA-x1816_A_360_v1,FATAATA-x1816,Z28870646,CC(=O)N1c2ccccc2CC[C@H]1C,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1816a,True
fa1816b,FATAATA-x1816_B_401_v1,FATAATA-x1816,Z28870646,CC(=O)N1c2ccccc2CC[C@H]1C,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1816a,True
fa1821a,FATAATA-x1821_A_401_v1,FATAATA-x1821,Z295205242,Cc1nccn1Cc1cccc(C#N)c1,FATAATA-x1147/B/258/A_v1,False,2a - FATAATA-x1147/A/360,2 - FATAATA-x1147/A/360/1,F1b - FATAATA-x1142/A/361/1,A1 - dimer,F1 - original-I222,2a - fa1147/A/360,2 - fa1147/A/360/1,F1b - fa1142/A/361,A1 - dimer,F1 - original-I222,fa1821a,True
fa1821b,FATAATA-x1821_B_360_v1,FATAATA-x1821,Z295205242,Cc1nccn1Cc1cccc(C#N)c1,FATAATA-x1147/B/258/A_v1,False,2a - FATAATA-x1147/A/360,2 - FATAATA-x1147/A/360/1,F1b - FATAATA-x1142/A/361/1,A1 - dimer,F1 - original-I222,2a - fa1147/A/360,2 - fa1147/A/360/1,F1b - fa1142/A/361,A1 - dimer,F1 - original-I222,fa1821a,True
fa1832a,FATAATA-x1832_A_360_v1,FATAATA-x1832,Z30857828,CC(=O)NCCc1ccc(S(N)(=O)=O)cc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1832a,True
fa1832b,FATAATA-x1832_B_401_v1,FATAATA-x1832,Z30857828,CC(=O)NCCc1ccc(S(N)(=O)=O)cc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1832a,True
fa1840a,FATAATA-x1840_A_401_v1,FATAATA-x1840,Z31478129,CCOC(=O)NCc1ccccc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1840a,True
fa1840b,FATAATA-x1840_B_360_v1,FATAATA-x1840,Z31478129,CCOC(=O)NCc1ccccc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1840a,True
fa1841a,FATAATA-x1841_A_401_v1,FATAATA-x1841,Z31478538,COCC(=O)NCc1ccccc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1841a,True
fa1841b,FATAATA-x1841_A_501_v1,FATAATA-x1841,Z31478538,COCC(=O)NCc1ccccc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1841a,True
fa1841c,FATAATA-x1841_B_360_v1,FATAATA-x1841,Z31478538,COCC(=O)NCc1ccccc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1841a,True
fa1841d,FATAATA-x1841_B_401_v1,FATAATA-x1841,Z31478538,COCC(=O)NCc1ccccc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1841a,True
fa1860a,FATAATA-x1860_A_360_v1,FATAATA-x1860,Z32400357,Cc1cccc(C(=O)N2CCC(C(N)=O)CC2)c1,FATAATA-x1147/B/258/A_v1,False,2a - FATAATA-x1147/A/360,2 - FATAATA-x1147/A/360/1,F1b - FATAATA-x1142/A/361/1,A1 - dimer,F1 - original-I222,2a - fa1147/A/360,2 - fa1147/A/360/1,F1b - fa1142/A/361,A1 - dimer,F1 - original-I222,fa1860a,True
fa1860b,FATAATA-x1860_B_401_v1,FATAATA-x1860,Z32400357,Cc1cccc(C(=O)N2CCC(C(N)=O)CC2)c1,FATAATA-x1147/B/258/A_v1,False,2a - FATAATA-x1147/A/360,2 - FATAATA-x1147/A/360/1,F1b - FATAATA-x1142/A/361/1,A1 - dimer,F1 - original-I222,2a - fa1147/A/360,2 - fa1147/A/360/1,F1b - fa1142/A/361,A1 - dimer,F1 - original-I222,fa1860a,True
fa1863a,FATAATA-x1863_A_401_v1,FATAATA-x1863,Z32968340,C[C@@H]1CCCCN1C(=O)c1cnccn1,FATAATA-x1147/B/258/A_v1,False,2a - FATAATA-x1147/A/360,2 - FATAATA-x1147/A/360/1,F1b - FATAATA-x1142/A/361/1,A1 - dimer,F1 - original-I222,2a - fa1147/A/360,2 - fa1147/A/360/1,F1b - fa1142/A/361,A1 - dimer,F1 - original-I222,fa1863a,True
fa1863b,FATAATA-x1863_B_360_v1,FATAATA-x1863,Z32968340,C[C@@H]1CCCCN1C(=O)c1cnccn1,FATAATA-x1147/B/258/A_v1,False,2a - FATAATA-x1147/A/360,2 - FATAATA-x1147/A/360/1,F1b - FATAATA-x1142/A/361/1,A1 - dimer,F1 - original-I222,2a - fa1147/A/360,2 - fa1147/A/360/1,F1b - fa1142/A/361,A1 - dimer,F1 - original-I222,fa1863a,True
fa1866a,FATAATA-x1866_A_401_v1,FATAATA-x1866,Z33452106,CCC(=O)Nc1ccc(C)cc1O,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1866a,True
fa1866b,FATAATA-x1866_B_401_v1,FATAATA-x1866,Z33452106,CCC(=O)Nc1ccc(C)cc1O,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1866a,True
fa1885a,FATAATA-x1885_A_401_v1,FATAATA-x1885,Z363071686,CN(CC(=O)N1CCCCC1)S(C)(=O)=O,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1885a,True
fa1885b,FATAATA-x1885_A_501_v1,FATAATA-x1885,Z363071686,CN(CC(=O)N1CCCCC1)S(C)(=O)=O,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1885a,True
fa1885c,FATAATA-x1885_B_401_v1,FATAATA-x1885,Z363071686,CN(CC(=O)N1CCCCC1)S(C)(=O)=O,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1885a,True
fa1885d,FATAATA-x1885_B_501_v1,FATAATA-x1885,Z363071686,CN(CC(=O)N1CCCCC1)S(C)(=O)=O,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1885a,True
fa1891a,FATAATA-x1891_A_360_v1,FATAATA-x1891,Z369263636,Cc1c([C@@H](C)NS(C)(=O)=O)cnn1C,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1891a,True
fa1891b,FATAATA-x1891_B_401_v1,FATAATA-x1891,Z369263636,Cc1c([C@@H](C)NS(C)(=O)=O)cnn1C,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1891a,True
fa1900a,FATAATA-x1900_A_361_v1,FATAATA-x1900,Z384361454,Cc1cc(C(=O)NC[C@@H]2CCOC2)on1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1900a,True
fa1900b,FATAATA-x1900_B_401_v1,FATAATA-x1900,Z384361454,Cc1cc(C(=O)NC[C@@H]2CCOC2)on1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1900a,True
fa1905a,FATAATA-x1905_A_361_v1,FATAATA-x1905,Z385450668,NS(=O)(=O)c1ccccc1OC(F)F,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1905a,True
fa1905b,FATAATA-x1905_B_360_v1,FATAATA-x1905,Z385450668,NS(=O)(=O)c1ccccc1OC(F)F,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1905a,True
fa1910a,FATAATA-x1910_A_360_v1,FATAATA-x1910,Z404993336,Cc1cc(C(=O)Nc2cnn(C)c2)no1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1910a,True
fa1910b,FATAATA-x1910_A_401_v1,FATAATA-x1910,Z404993336,Cc1cc(C(=O)Nc2cnn(C)c2)no1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1910a,True
fa1910c,FATAATA-x1910_B_401_v1,FATAATA-x1910,Z404993336,Cc1cc(C(=O)Nc2cnn(C)c2)no1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1910a,True
fa1910d,FATAATA-x1910_B_402_v1,FATAATA-x1910,Z404993336,Cc1cc(C(=O)Nc2cnn(C)c2)no1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1910a,True
fa1911a,FATAATA-x1911_A_401_v1,FATAATA-x1911,Z405825414,CCC(=O)N1CCC[C@@H](NS(C)(=O)=O)C1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1911a,True
fa1911b,FATAATA-x1911_B_401_v1,FATAATA-x1911,Z405825414,CCC(=O)N1CCC[C@@H](NS(C)(=O)=O)C1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1911a,True
fa1913a,FATAATA-x1913_A_361_v1,FATAATA-x1913,Z409022580,CCN(C)C(=O)c1cccc(N)c1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1913a,True
fa1913b,FATAATA-x1913_B_360_v1,FATAATA-x1913,Z409022580,CCN(C)C(=O)c1cccc(N)c1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1913a,True
fa1917a,FATAATA-x1917_A_360_v1,FATAATA-x1917,Z419995480,O=C(CCCc1ccccc1)N1CCOCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1917a,True
fa1917b,FATAATA-x1917_B_401_v1,FATAATA-x1917,Z419995480,O=C(CCCc1ccccc1)N1CCOCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1917a,True
fa1918a,FATAATA-x1918_A_401_v1,FATAATA-x1918,Z422344882,Cc1ncsc1C(=O)N1CCNC(=O)C1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1918a,True
fa1918b,FATAATA-x1918_B_360_v1,FATAATA-x1918,Z422344882,Cc1ncsc1C(=O)N1CCNC(=O)C1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1918a,True
fa1939a,FATAATA-x1939_A_361_v1,FATAATA-x1939,Z445186088,Fc1ccccc1NCc1cc[nH]n1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1939a,True
fa1939b,FATAATA-x1939_B_360_v1,FATAATA-x1939,Z445186088,Fc1ccccc1NCc1cc[nH]n1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1939b,True
fa1944a,FATAATA-x1944_A_401_v1,FATAATA-x1944,Z44585777,O=C(Nc1ccccc1)N1CCCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1944a,True
fa1944b,FATAATA-x1944_A_402_v1,FATAATA-x1944,Z44585777,O=C(Nc1ccccc1)N1CCCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1944a,True
fa1944c,FATAATA-x1944_B_401_v1,FATAATA-x1944,Z44585777,O=C(Nc1ccccc1)N1CCCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1944a,True
fa1944d,FATAATA-x1944_B_501_v1,FATAATA-x1944,Z44585777,O=C(Nc1ccccc1)N1CCCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1944a,True
fa1946a,FATAATA-x1946_A_361_v1,FATAATA-x1946,Z44592329,O=C(Nc1ccccc1)Nc1cccnc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1946a,True
fa1946b,FATAATA-x1946_B_360_v1,FATAATA-x1946,Z44592329,O=C(Nc1ccccc1)Nc1cccnc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1946a,True
fa1952a,FATAATA-x1952_A_361_v1,FATAATA-x1952,Z45705015,CS(=O)(=O)NCCc1ccc(F)cc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1952a,True
fa1952b,FATAATA-x1952_B_360_v1,FATAATA-x1952,Z45705015,CS(=O)(=O)NCCc1ccc(F)cc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1952a,True
fa1959a,FATAATA-x1959_A_401_v1,FATAATA-x1959,Z50145861,CC1=NN(c2ccccc2)C(=O)C1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1959a,True
fa1959b,FATAATA-x1959_A_402_v1,FATAATA-x1959,Z50145861,CC1=NN(c2ccccc2)C(=O)C1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1959a,True
fa1959c,FATAATA-x1959_B_360_v1,FATAATA-x1959,Z50145861,CC1=NN(c2ccccc2)C(=O)C1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1959a,True
fa1959d,FATAATA-x1959_B_401_v1,FATAATA-x1959,Z50145861,CC1=NN(c2ccccc2)C(=O)C1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1959a,True
